%time,field.time_arr,field.d_arr0,field.d_arr1,field.d_arr2,field.d_arr3,field.d_arr4
1651798223476781831,2261018112.0,68.0,0.0,65.6048812866,66.5732650757,64.4980621338
1651798223476812264,2261018112.0,68.0,0.0,65.6048812866,66.5732650757,64.4980621338
1651798223476822107,2261018112.0,68.0,0.0,65.6048812866,66.5732650757,64.4980621338
1651798223476836607,2261018112.0,68.0,0.0,65.6048812866,66.5732650757,64.4980621338
1651798223476871254,2261018112.0,68.0,0.0,65.6048812866,66.5732650757,64.4980621338
1651798223478734318,2261019904.0,68.0,0.0,65.6048812866,66.5732650757,64.4980621338
1651798223478752166,2261019904.0,68.0,0.0,65.6048812866,66.5732650757,64.4980621338
1651798223478815642,2261019904.0,68.0,0.0,65.6048812866,66.5732650757,64.4980621338
1651798223478830400,2261019904.0,68.0,0.0,65.6048812866,63.245552063,64.4980621338
1651798223478864999,2261019904.0,68.0,0.0,65.6048812866,63.245552063,64.4980621338
1651798223480837900,2261021952.0,68.0,0.0,65.6048812866,63.245552063,64.4980621338
1651798223480866630,2261021952.0,68.0,0.0,65.6048812866,63.245552063,64.4980621338
1651798223480884925,2261021952.0,68.0,0.0,65.6048812866,63.245552063,64.4980621338
1651798223480899017,2261021952.0,68.0,0.0,65.6048812866,63.245552063,64.4980621338
1651798223480912579,2261021952.0,68.0,0.0,65.6048812866,63.245552063,64.4980621338
1651798223482753345,2261024000.0,68.0,0.0,65.6048812866,63.245552063,64.4980621338
1651798223482812795,2261024000.0,68.0,0.0,65.6048812866,63.245552063,64.4980621338
1651798223482836924,2261024000.0,68.0,0.0,65.6048812866,63.245552063,64.4980621338
1651798223482868700,2261024000.0,68.0,0.0,65.6048812866,63.245552063,64.4980621338
1651798223482898372,2261024000.0,68.0,0.0,65.6048812866,63.245552063,64.4980621338
1651798223484840456,2261026048.0,68.0,0.0,65.6048812866,63.245552063,64.4980621338
1651798223484863378,2261026048.0,68.0,0.0,65.6048812866,63.245552063,64.4980621338
1651798223484896695,2261026048.0,68.0,0.0,65.6048812866,63.245552063,64.4980621338
1651798223484920393,2261026048.0,68.0,0.0,65.6048812866,63.245552063,64.4980621338
1651798223484936176,2261026048.0,68.0,0.0,65.6048812866,63.245552063,64.4980621338
1651798223487000367,2261028096.0,68.0,0.0,65.6048812866,63.245552063,64.4980621338
1651798223487050626,2261028096.0,68.0,0.0,65.6048812866,63.245552063,64.4980621338
1651798223487121102,2261028096.0,68.0,0.0,65.6048812866,63.245552063,64.4980621338
1651798223487135959,2261028096.0,68.0,0.0,65.6048812866,63.245552063,64.4980621338
1651798223487148178,2261028096.0,68.0,0.0,65.6048812866,63.245552063,64.4980621338
1651798223489056025,2261029888.0,68.0,0.0,65.6048812866,63.245552063,64.4980621338
1651798223489068017,2261029888.0,68.0,0.0,65.6048812866,63.245552063,64.4980621338
1651798223489082284,2261029888.0,68.0,0.0,65.6048812866,63.245552063,64.4980621338
1651798223489115706,2261029888.0,68.0,0.0,65.6048812866,63.245552063,64.4980621338
1651798223489146602,2261029888.0,68.0,0.0,65.6048812866,63.245552063,64.4980621338
1651798223491077421,2261031936.0,68.0,0.0,65.6048812866,63.245552063,64.4980621338
1651798223491105052,2261031936.0,68.0,0.0,65.6048812866,63.245552063,64.4980621338
1651798223491124263,2261031936.0,68.0,0.0,65.6048812866,63.245552063,64.4980621338
1651798223491144736,2261031936.0,68.0,0.0,65.6048812866,63.245552063,64.4980621338
1651798223491188317,2261031936.0,68.0,0.0,65.6048812866,63.245552063,64.4980621338
1651798223493190515,2261033984.0,68.0,0.0,65.6048812866,63.245552063,64.4980621338
1651798223493210264,2261033984.0,68.0,0.0,65.6048812866,63.245552063,64.4980621338
1651798223493222388,2261033984.0,68.0,0.0,65.6048812866,63.245552063,64.4980621338
1651798223493233766,2261033984.0,68.0,0.0,65.6048812866,63.245552063,64.4980621338
1651798223493261021,2261033984.0,68.0,0.0,65.6048812866,63.245552063,64.4980621338
1651798223495101854,2261036032.0,68.0,0.0,65.6048812866,63.245552063,64.4980621338
1651798223495120697,2261036032.0,68.0,0.0,65.6048812866,63.245552063,64.4980621338
1651798223495130594,2261036032.0,68.0,0.0,65.6048812866,63.245552063,64.4980621338
1651798223495139264,2261036032.0,68.0,0.0,65.6048812866,66.5732650757,64.4980621338
1651798223495165377,2261036032.0,68.0,0.0,65.6048812866,66.5732650757,62.6099052429
1651798223497178246,2261038080.0,68.0,0.0,65.6048812866,66.5732650757,62.6099052429
1651798223497199696,2261038080.0,68.0,0.0,65.6048812866,66.5732650757,62.6099052429
1651798223497211389,2261038080.0,68.0,0.0,65.6048812866,66.5732650757,62.6099052429
1651798223497228920,2261038080.0,68.0,0.0,65.6048812866,66.5732650757,62.6099052429
1651798223497248766,2261038080.0,68.0,0.0,65.6048812866,66.5732650757,62.6099052429
