%time,field.time_arr,field.d_arr0,field.d_arr1,field.d_arr2,field.d_arr3,field.d_arr4
1651798275158962591,2312699904.0,69.9714202881,0.0,65.6048812866,66.5732650757,62.6099052429
1651798275158996048,2312699904.0,69.9714202881,0.0,65.6048812866,66.5732650757,62.6099052429
1651798275159006312,2312699904.0,69.9714202881,0.0,65.6048812866,66.5732650757,62.6099052429
1651798275159014661,2312699904.0,69.9714202881,0.0,65.6048812866,66.5732650757,62.6099052429
1651798275159053137,2312699904.0,69.9714202881,0.0,65.6048812866,66.5732650757,62.6099052429
1651798275161128968,2312701952.0,69.9714202881,0.0,65.6048812866,66.5732650757,62.6099052429
1651798275161156003,2312701952.0,69.9714202881,0.0,65.6048812866,66.5732650757,62.6099052429
1651798275161178101,2312701952.0,69.9714202881,0.0,65.6048812866,66.5732650757,62.6099052429
1651798275161213466,2312701952.0,69.9714202881,0.0,65.6048812866,66.5732650757,62.6099052429
1651798275161236008,2312701952.0,69.9714202881,0.0,65.6048812866,66.5732650757,62.6099052429
1651798275163119472,2312704000.0,69.9714202881,0.0,65.6048812866,66.5732650757,62.6099052429
1651798275163139465,2312704000.0,69.9714202881,0.0,65.6048812866,66.5732650757,62.6099052429
1651798275163168826,2312704000.0,69.9714202881,0.0,65.6048812866,66.5732650757,62.6099052429
1651798275163179791,2312704000.0,69.9714202881,0.0,65.6048812866,66.5732650757,62.6099052429
1651798275163191445,2312704000.0,69.9714202881,0.0,65.6048812866,66.5732650757,62.6099052429
1651798275165171876,2312706048.0,69.9714202881,0.0,65.6048812866,66.5732650757,62.6099052429
1651798275165224564,2312706048.0,69.9714202881,0.0,65.6048812866,66.5732650757,62.6099052429
1651798275165262201,2312706048.0,69.9714202881,0.0,65.6048812866,66.5732650757,62.6099052429
1651798275165296116,2312706048.0,69.9714202881,0.0,65.6048812866,66.5732650757,62.6099052429
1651798275165315150,2312706048.0,69.9714202881,0.0,65.6048812866,66.5732650757,62.6099052429
1651798275167224103,2312708096.0,69.9714202881,0.0,65.6048812866,66.5732650757,62.6099052429
1651798275167252873,2312708096.0,69.9714202881,0.0,65.6048812866,66.5732650757,62.6099052429
1651798275167273647,2312708096.0,69.9714202881,0.0,65.6048812866,66.5732650757,62.6099052429
1651798275167293937,2312708096.0,69.9714202881,0.0,65.6048812866,66.5732650757,62.6099052429
1651798275167314842,2312708096.0,69.9714202881,0.0,65.6048812866,66.5732650757,62.6099052429
1651798275169228503,2312709888.0,69.9714202881,0.0,65.6048812866,66.5732650757,62.6099052429
1651798275169252605,2312709888.0,69.9714202881,0.0,65.6048812866,66.5732650757,62.6099052429
1651798275169277935,2312709888.0,69.9714202881,0.0,65.6048812866,66.5732650757,62.6099052429
1651798275169293769,2312709888.0,69.9714202881,0.0,65.6048812866,66.5732650757,62.6099052429
1651798275169311802,2312709888.0,69.9714202881,0.0,65.6048812866,66.5732650757,62.6099052429
1651798275170338019,2312711936.0,69.9714202881,0.0,65.6048812866,66.5732650757,62.6099052429
1651798275170364984,2312711936.0,69.9714202881,0.0,65.6048812866,66.5732650757,62.6099052429
1651798275170393015,2312711936.0,69.9714202881,0.0,65.6048812866,66.5732650757,62.6099052429
1651798275170409450,2312711936.0,69.9714202881,0.0,65.6048812866,66.5732650757,62.6099052429
1651798275170456505,2312711936.0,69.9714202881,0.0,65.6048812866,66.5732650757,62.6099052429
1651798275172352371,2312713984.0,69.9714202881,0.0,65.6048812866,66.5732650757,62.6099052429
1651798275172372060,2312713984.0,69.9714202881,0.0,65.6048812866,66.5732650757,62.6099052429
1651798275172386405,2312713984.0,69.9714202881,0.0,65.6048812866,66.5732650757,62.6099052429
1651798275172410151,2312713984.0,69.9714202881,0.0,65.6048812866,66.5732650757,62.6099052429
1651798275172429913,2312713984.0,69.9714202881,0.0,65.6048812866,66.5732650757,62.6099052429
1651798275174477523,2312716032.0,69.9714202881,0.0,65.6048812866,66.5732650757,62.6099052429
1651798275174499530,2312716032.0,69.9714202881,0.0,65.6048812866,66.5732650757,62.6099052429
1651798275174521812,2312716032.0,69.9714202881,0.0,65.6048812866,66.5732650757,62.6099052429
1651798275174560530,2312716032.0,69.9714202881,0.0,65.6048812866,66.5732650757,62.6099052429
1651798275174591936,2312716032.0,69.9714202881,0.0,65.6048812866,66.5732650757,62.6099052429
1651798275176484382,2312718080.0,69.9714202881,0.0,65.6048812866,66.5732650757,62.6099052429
1651798275176523522,2312718080.0,69.9714202881,0.0,65.6048812866,66.5732650757,62.6099052429
1651798275176541911,2312718080.0,69.9714202881,0.0,65.6048812866,66.5732650757,62.6099052429
1651798275176572989,2312718080.0,69.9714202881,0.0,65.6048812866,66.5732650757,62.6099052429
1651798275176589103,2312718080.0,69.9714202881,0.0,65.6048812866,66.5732650757,64.4980621338
1651798275178487232,2312719872.0,69.9714202881,0.0,65.6048812866,66.5732650757,64.4980621338
1651798275178517348,2312719872.0,69.9714202881,0.0,65.6048812866,66.5732650757,64.4980621338
1651798275178548820,2312719872.0,69.9714202881,0.0,65.6048812866,66.5732650757,64.4980621338
1651798275178569668,2312719872.0,69.9714202881,0.0,65.6048812866,66.5732650757,64.4980621338
1651798275178580052,2312719872.0,69.9714202881,0.0,65.6048812866,66.5732650757,62.6099052429
1651798275180528580,2312721920.0,69.9714202881,0.0,65.6048812866,66.5732650757,62.6099052429
1651798275180553609,2312721920.0,69.9714202881,0.0,65.6048812866,66.5732650757,62.6099052429
1651798275180577219,2312721920.0,69.9714202881,0.0,65.6048812866,66.5732650757,62.6099052429
1651798275180590982,2312721920.0,69.9714202881,0.0,65.6048812866,66.5732650757,62.6099052429
1651798275180601084,2312721920.0,69.9714202881,0.0,65.6048812866,66.5732650757,62.6099052429
1651798275182534861,2312723968.0,69.9714202881,0.0,65.6048812866,66.5732650757,62.6099052429
1651798275182557667,2312723968.0,69.9714202881,0.0,65.6048812866,66.5732650757,62.6099052429
1651798275182572651,2312723968.0,69.9714202881,0.0,65.6048812866,66.5732650757,62.6099052429
1651798275182582992,2312723968.0,69.9714202881,0.0,65.6048812866,66.5732650757,62.6099052429
1651798275182633672,2312723968.0,69.9714202881,0.0,65.6048812866,66.5732650757,64.4980621338
1651798275184765251,2312726016.0,69.9714202881,0.0,65.6048812866,66.5732650757,64.4980621338
1651798275184787376,2312726016.0,69.9714202881,0.0,65.6048812866,66.5732650757,64.4980621338
1651798275184797970,2312726016.0,69.9714202881,0.0,65.6048812866,66.5732650757,64.4980621338
1651798275184837685,2312726016.0,69.9714202881,0.0,65.6048812866,66.5732650757,64.4980621338
1651798275184925260,2312726016.0,69.9714202881,0.0,65.6048812866,66.5732650757,64.4980621338
1651798275186709545,2312728064.0,69.9714202881,0.0,65.6048812866,66.5732650757,64.4980621338
1651798275186732630,2312728064.0,69.9714202881,0.0,65.6048812866,66.5732650757,64.4980621338
1651798275186743091,2312728064.0,69.9714202881,0.0,65.6048812866,66.5732650757,64.4980621338
1651798275186752148,2312728064.0,69.9714202881,0.0,65.6048812866,66.5732650757,64.4980621338
1651798275186769234,2312728064.0,69.9714202881,0.0,65.6048812866,66.5732650757,64.4980621338
1651798275188753842,2312730112.0,69.9714202881,0.0,65.6048812866,66.5732650757,64.4980621338
1651798275188791448,2312730112.0,69.9714202881,0.0,65.6048812866,66.5732650757,64.4980621338
1651798275188811772,2312730112.0,69.9714202881,0.0,65.6048812866,66.5732650757,64.4980621338
1651798275188844780,2312730112.0,69.9714202881,0.0,65.6048812866,63.245552063,64.4980621338
1651798275188869264,2312730112.0,69.9714202881,0.0,65.6048812866,63.245552063,64.4980621338
1651798275190666340,2312731904.0,69.9714202881,0.0,65.6048812866,63.245552063,64.4980621338
1651798275190691431,2312731904.0,69.9714202881,0.0,65.6048812866,63.245552063,64.4980621338
1651798275190707832,2312731904.0,69.9714202881,0.0,65.6048812866,63.245552063,64.4980621338
1651798275190723839,2312731904.0,69.9714202881,0.0,65.6048812866,66.5732650757,64.4980621338
1651798275190735105,2312731904.0,69.9714202881,0.0,65.6048812866,66.5732650757,64.4980621338
1651798275192762708,2312733952.0,69.9714202881,0.0,65.6048812866,66.5732650757,64.4980621338
1651798275192789817,2312733952.0,69.9714202881,0.0,65.6048812866,66.5732650757,64.4980621338
1651798275192803502,2312733952.0,69.9714202881,0.0,65.6048812866,66.5732650757,64.4980621338
1651798275192816856,2312733952.0,69.9714202881,0.0,65.6048812866,66.5732650757,64.4980621338
1651798275192832272,2312733952.0,69.9714202881,0.0,65.6048812866,66.5732650757,64.4980621338
1651798275194820682,2312736000.0,69.9714202881,0.0,65.6048812866,66.5732650757,64.4980621338
1651798275194840123,2312736000.0,69.9714202881,0.0,65.6048812866,66.5732650757,64.4980621338
1651798275194853447,2312736000.0,69.9714202881,0.0,65.6048812866,66.5732650757,64.4980621338
1651798275194875174,2312736000.0,69.9714202881,0.0,65.6048812866,66.5732650757,64.4980621338
1651798275194905039,2312736000.0,69.9714202881,0.0,65.6048812866,66.5732650757,64.4980621338
1651798275196967069,2312738048.0,69.9714202881,0.0,65.6048812866,66.5732650757,64.4980621338
1651798275196992858,2312738048.0,69.9714202881,0.0,65.6048812866,66.5732650757,64.4980621338
1651798275197010987,2312738048.0,69.9714202881,0.0,65.6048812866,66.5732650757,64.4980621338
1651798275197028079,2312738048.0,69.9714202881,0.0,65.6048812866,66.5732650757,64.4980621338
1651798275197122112,2312738048.0,69.9714202881,0.0,65.6048812866,66.5732650757,64.4980621338
1651798275199013512,2312740096.0,68.0,0.0,65.6048812866,66.5732650757,64.4980621338
1651798275199027474,2312740096.0,68.0,0.0,65.6048812866,66.5732650757,64.4980621338
1651798275199054727,2312740096.0,68.0,0.0,65.6048812866,66.5732650757,64.4980621338
1651798275199085575,2312740096.0,68.0,0.0,65.6048812866,66.5732650757,64.4980621338
1651798275199102551,2312740096.0,68.0,0.0,65.6048812866,66.5732650757,64.4980621338
1651798275200979350,2312741888.0,68.0,0.0,65.6048812866,66.5732650757,64.4980621338
1651798275201024701,2312741888.0,68.0,0.0,65.6048812866,66.5732650757,64.4980621338
1651798275201046509,2312741888.0,68.0,0.0,62.4819984436,66.5732650757,64.4980621338
1651798275201060073,2312741888.0,68.0,0.0,62.4819984436,64.4980621338,64.4980621338
1651798275201080620,2312741888.0,68.0,0.0,62.4819984436,64.4980621338,66.5732650757
1651798275203104565,2312743936.0,68.0,0.0,62.4819984436,64.4980621338,66.5732650757
1651798275203133699,2312743936.0,68.0,0.0,62.4819984436,64.4980621338,66.5732650757
1651798275203152378,2312743936.0,68.0,0.0,65.6048812866,64.4980621338,66.5732650757
1651798275203171892,2312743936.0,68.0,0.0,65.6048812866,66.5732650757,66.5732650757
1651798275203230264,2312743936.0,68.0,0.0,65.6048812866,66.5732650757,64.4980621338
1651798275205229041,2312745984.0,69.9714202881,0.0,65.6048812866,66.5732650757,64.4980621338
1651798275205255238,2312745984.0,69.9714202881,0.0,65.6048812866,66.5732650757,64.4980621338
1651798275205280193,2312745984.0,69.9714202881,0.0,65.6048812866,66.5732650757,64.4980621338
1651798275205293303,2312745984.0,69.9714202881,0.0,65.6048812866,66.5732650757,64.4980621338
1651798275205307736,2312745984.0,69.9714202881,0.0,65.6048812866,66.5732650757,64.4980621338
1651798275207264079,2312748032.0,68.0,0.0,65.6048812866,66.5732650757,64.4980621338
1651798275207284783,2312748032.0,68.0,0.0,65.6048812866,66.5732650757,64.4980621338
1651798275207307672,2312748032.0,68.0,0.0,65.6048812866,66.5732650757,64.4980621338
1651798275207323602,2312748032.0,68.0,0.0,65.6048812866,66.5732650757,64.4980621338
1651798275207341400,2312748032.0,68.0,0.0,65.6048812866,66.5732650757,64.4980621338
1651798275209279524,2312750080.0,69.9714202881,0.0,65.6048812866,66.5732650757,64.4980621338
1651798275209306730,2312750080.0,69.9714202881,0.0,65.6048812866,66.5732650757,64.4980621338
1651798275209331206,2312750080.0,69.9714202881,0.0,65.6048812866,66.5732650757,64.4980621338
1651798275209349732,2312750080.0,69.9714202881,0.0,65.6048812866,66.5732650757,64.4980621338
1651798275209362061,2312750080.0,69.9714202881,0.0,65.6048812866,66.5732650757,64.4980621338
1651798275211286697,2312752128.0,68.0,0.0,65.6048812866,66.5732650757,64.4980621338
1651798275211315821,2312752128.0,68.0,0.0,65.6048812866,66.5732650757,64.4980621338
1651798275211360734,2312752128.0,68.0,0.0,65.6048812866,66.5732650757,64.4980621338
1651798275211393921,2312752128.0,68.0,0.0,65.6048812866,66.5732650757,64.4980621338
1651798275211406136,2312752128.0,68.0,0.0,65.6048812866,66.5732650757,64.4980621338
1651798275212435724,2312753920.0,68.0,0.0,65.6048812866,66.5732650757,64.4980621338
1651798275212455175,2312753920.0,68.0,0.0,65.6048812866,66.5732650757,64.4980621338
1651798275212470657,2312753920.0,68.0,0.0,65.6048812866,66.5732650757,64.4980621338
1651798275212481392,2312753920.0,68.0,0.0,65.6048812866,66.5732650757,64.4980621338
1651798275212496559,2312753920.0,68.0,0.0,65.6048812866,66.5732650757,64.4980621338
1651798275214426947,2312755968.0,68.0,0.0,65.6048812866,66.5732650757,64.4980621338
1651798275214455659,2312755968.0,68.0,0.0,65.6048812866,66.5732650757,64.4980621338
1651798275214482481,2312755968.0,68.0,0.0,65.6048812866,66.5732650757,64.4980621338
1651798275214500543,2312755968.0,68.0,0.0,65.6048812866,66.5732650757,64.4980621338
1651798275214516573,2312755968.0,68.0,0.0,65.6048812866,66.5732650757,64.4980621338
1651798275216536185,2312758016.0,69.9714202881,0.0,65.6048812866,66.5732650757,64.4980621338
1651798275216552452,2312758016.0,69.9714202881,0.0,65.6048812866,66.5732650757,64.4980621338
1651798275216562275,2312758016.0,69.9714202881,0.0,65.6048812866,66.5732650757,64.4980621338
1651798275216593463,2312758016.0,69.9714202881,0.0,65.6048812866,66.5732650757,64.4980621338
1651798275216610420,2312758016.0,69.9714202881,0.0,65.6048812866,66.5732650757,64.4980621338
1651798275218520526,2312760064.0,68.0,0.0,65.6048812866,66.5732650757,64.4980621338
1651798275218547267,2312760064.0,68.0,0.0,65.6048812866,66.5732650757,64.4980621338
1651798275218561022,2312760064.0,68.0,0.0,65.6048812866,66.5732650757,64.4980621338
1651798275218570995,2312760064.0,68.0,0.0,65.6048812866,66.5732650757,64.4980621338
1651798275218577921,2312760064.0,68.0,0.0,65.6048812866,66.5732650757,64.4980621338
1651798275220645500,2312762112.0,69.9714202881,0.0,65.6048812866,66.5732650757,64.4980621338
1651798275220673334,2312762112.0,69.9714202881,0.0,65.6048812866,66.5732650757,64.4980621338
1651798275220690166,2312762112.0,69.9714202881,0.0,65.6048812866,66.5732650757,64.4980621338
1651798275220708839,2312762112.0,69.9714202881,0.0,65.6048812866,66.5732650757,64.4980621338
1651798275220725631,2312762112.0,69.9714202881,0.0,65.6048812866,66.5732650757,64.4980621338
1651798275222620429,2312763904.0,69.9714202881,0.0,65.6048812866,66.5732650757,64.4980621338
1651798275222658212,2312763904.0,69.9714202881,0.0,65.6048812866,66.5732650757,64.4980621338
1651798275222673615,2312763904.0,69.9714202881,0.0,65.6048812866,66.5732650757,64.4980621338
1651798275222686442,2312763904.0,69.9714202881,0.0,65.6048812866,66.5732650757,64.4980621338
1651798275222699848,2312763904.0,69.9714202881,0.0,65.6048812866,66.5732650757,62.6099052429
1651798275224644875,2312765952.0,69.9714202881,0.0,65.6048812866,66.5732650757,62.6099052429
1651798275224663334,2312765952.0,69.9714202881,0.0,65.6048812866,66.5732650757,62.6099052429
1651798275224676989,2312765952.0,69.9714202881,0.0,65.6048812866,66.5732650757,62.6099052429
1651798275224699053,2312765952.0,69.9714202881,0.0,65.6048812866,66.5732650757,62.6099052429
1651798275224733335,2312765952.0,69.9714202881,0.0,65.6048812866,66.5732650757,62.6099052429
1651798275226677858,2312768000.0,69.9714202881,0.0,65.6048812866,66.5732650757,62.6099052429
1651798275226697770,2312768000.0,69.9714202881,0.0,65.6048812866,66.5732650757,62.6099052429
1651798275226717779,2312768000.0,69.9714202881,0.0,65.6048812866,66.5732650757,62.6099052429
1651798275226741818,2312768000.0,69.9714202881,0.0,65.6048812866,66.5732650757,62.6099052429
1651798275226765085,2312768000.0,69.9714202881,0.0,65.6048812866,66.5732650757,62.6099052429
1651798275228719757,2312770048.0,69.9714202881,0.0,65.6048812866,66.5732650757,62.6099052429
1651798275228735761,2312770048.0,69.9714202881,0.0,65.6048812866,66.5732650757,62.6099052429
1651798275228762302,2312770048.0,69.9714202881,0.0,65.6048812866,66.5732650757,62.6099052429
1651798275228773922,2312770048.0,69.9714202881,0.0,65.6048812866,66.5732650757,62.6099052429
1651798275228782796,2312770048.0,69.9714202881,0.0,65.6048812866,66.5732650757,62.6099052429
1651798275230820115,2312772096.0,69.9714202881,0.0,65.6048812866,66.5732650757,62.6099052429
1651798275230846739,2312772096.0,69.9714202881,0.0,65.6048812866,66.5732650757,62.6099052429
1651798275230863391,2312772096.0,69.9714202881,0.0,65.6048812866,66.5732650757,62.6099052429
1651798275230879043,2312772096.0,69.9714202881,0.0,65.6048812866,66.5732650757,62.6099052429
1651798275230891633,2312772096.0,69.9714202881,0.0,65.6048812866,66.5732650757,62.6099052429
1651798275232825778,2312773888.0,69.9714202881,0.0,65.6048812866,66.5732650757,62.6099052429
1651798275232867086,2312773888.0,69.9714202881,0.0,65.6048812866,66.5732650757,62.6099052429
1651798275232890433,2312773888.0,69.9714202881,0.0,65.6048812866,66.5732650757,62.6099052429
1651798275232901071,2312773888.0,69.9714202881,0.0,65.6048812866,66.5732650757,62.6099052429
1651798275232913864,2312773888.0,69.9714202881,0.0,65.6048812866,66.5732650757,62.6099052429
1651798275235812153,2312775936.0,68.0,0.0,65.6048812866,66.5732650757,62.6099052429
1651798275235828888,2312775936.0,68.0,0.0,65.6048812866,66.5732650757,62.6099052429
1651798275235846799,2312775936.0,68.0,0.0,68.1175460815,66.5732650757,62.6099052429
1651798275235861957,2312775936.0,68.0,0.0,68.1175460815,63.245552063,62.6099052429
1651798275235893991,2312775936.0,68.0,0.0,68.1175460815,63.245552063,66.2117843628
1651798275237012147,2312777984.0,69.9714202881,0.0,68.1175460815,63.245552063,66.2117843628
1651798275237052737,2312777984.0,69.9714202881,0.0,68.1175460815,63.245552063,66.2117843628
1651798275237127055,2312777984.0,69.9714202881,0.0,65.6048812866,63.245552063,66.2117843628
1651798275237187313,2312777984.0,69.9714202881,0.0,65.6048812866,66.5732650757,66.2117843628
1651798275237206157,2312777984.0,69.9714202881,0.0,65.6048812866,66.5732650757,62.6099052429
1651798275238966992,2312780032.0,69.9714202881,0.0,65.6048812866,66.5732650757,62.6099052429
1651798275238986036,2312780032.0,69.9714202881,0.0,65.6048812866,66.5732650757,62.6099052429
1651798275239023235,2312780032.0,69.9714202881,0.0,65.6048812866,66.5732650757,62.6099052429
1651798275239041968,2312780032.0,69.9714202881,0.0,65.6048812866,66.5732650757,62.6099052429
1651798275239058747,2312780032.0,69.9714202881,0.0,65.6048812866,66.5732650757,62.6099052429
1651798275240962672,2312782080.0,69.9714202881,0.0,65.6048812866,66.5732650757,62.6099052429
1651798275240981937,2312782080.0,69.9714202881,0.0,65.6048812866,66.5732650757,62.6099052429
1651798275240995869,2312782080.0,69.9714202881,0.0,65.6048812866,66.5732650757,62.6099052429
1651798275241019747,2312782080.0,69.9714202881,0.0,65.6048812866,66.5732650757,62.6099052429
1651798275241036452,2312782080.0,69.9714202881,0.0,65.6048812866,66.5732650757,62.6099052429
1651798275243048356,2312783872.0,69.9714202881,0.0,65.6048812866,66.5732650757,62.6099052429
1651798275243100610,2312783872.0,69.9714202881,0.0,65.6048812866,66.5732650757,62.6099052429
1651798275243119500,2312783872.0,69.9714202881,0.0,65.6048812866,66.5732650757,62.6099052429
1651798275243134869,2312783872.0,69.9714202881,0.0,65.6048812866,66.5732650757,62.6099052429
1651798275243237341,2312783872.0,69.9714202881,0.0,65.6048812866,66.5732650757,62.6099052429
1651798275245042362,2312785920.0,69.9714202881,0.0,65.6048812866,66.5732650757,62.6099052429
1651798275245070186,2312785920.0,69.9714202881,0.0,65.6048812866,66.5732650757,62.6099052429
1651798275245085705,2312785920.0,69.9714202881,0.0,65.6048812866,66.5732650757,62.6099052429
1651798275245105651,2312785920.0,69.9714202881,0.0,65.6048812866,66.5732650757,62.6099052429
1651798275245122296,2312785920.0,69.9714202881,0.0,65.6048812866,66.5732650757,62.6099052429
1651798275247013242,2312787968.0,69.9714202881,0.0,65.6048812866,66.5732650757,62.6099052429
1651798275247030104,2312787968.0,69.9714202881,0.0,65.6048812866,66.5732650757,62.6099052429
1651798275247073717,2312787968.0,69.9714202881,0.0,65.6048812866,66.5732650757,62.6099052429
1651798275247086200,2312787968.0,69.9714202881,0.0,65.6048812866,66.5732650757,62.6099052429
1651798275247100623,2312787968.0,69.9714202881,0.0,65.6048812866,66.5732650757,64.4980621338
1651798275249130702,2312790016.0,69.9714202881,0.0,65.6048812866,66.5732650757,64.4980621338
1651798275249149853,2312790016.0,69.9714202881,0.0,65.6048812866,66.5732650757,64.4980621338
1651798275249160334,2312790016.0,69.9714202881,0.0,65.6048812866,66.5732650757,64.4980621338
1651798275249178709,2312790016.0,69.9714202881,0.0,65.6048812866,66.5732650757,64.4980621338
1651798275249200356,2312790016.0,69.9714202881,0.0,65.6048812866,66.5732650757,64.4980621338
1651798275251187843,2312792064.0,69.9714202881,0.0,65.6048812866,66.5732650757,64.4980621338
1651798275251213883,2312792064.0,69.9714202881,0.0,65.6048812866,66.5732650757,64.4980621338
1651798275251244250,2312792064.0,69.9714202881,0.0,65.6048812866,66.5732650757,64.4980621338
1651798275251262823,2312792064.0,69.9714202881,0.0,65.6048812866,66.5732650757,64.4980621338
1651798275251304572,2312792064.0,69.9714202881,0.0,65.6048812866,66.5732650757,64.4980621338
1651798275253160300,2312794112.0,69.9714202881,0.0,65.6048812866,66.5732650757,64.4980621338
1651798275253192288,2312794112.0,69.9714202881,0.0,65.6048812866,66.5732650757,64.4980621338
1651798275253202446,2312794112.0,69.9714202881,0.0,65.6048812866,66.5732650757,64.4980621338
1651798275253218761,2312794112.0,69.9714202881,0.0,65.6048812866,66.5732650757,64.4980621338
1651798275253235550,2312794112.0,69.9714202881,0.0,65.6048812866,66.5732650757,62.6099052429
1651798275254253986,2312795904.0,69.9714202881,0.0,65.6048812866,66.5732650757,62.6099052429
1651798275254284218,2312795904.0,69.9714202881,0.0,65.6048812866,66.5732650757,62.6099052429
1651798275254296139,2312795904.0,69.9714202881,0.0,65.6048812866,66.5732650757,62.6099052429
1651798275254307372,2312795904.0,69.9714202881,0.0,65.6048812866,66.5732650757,62.6099052429
1651798275254350454,2312795904.0,69.9714202881,0.0,65.6048812866,66.5732650757,64.4980621338
1651798275256318193,2312797952.0,69.9714202881,0.0,65.6048812866,66.5732650757,64.4980621338
1651798275256352248,2312797952.0,69.9714202881,0.0,65.6048812866,66.5732650757,64.4980621338
1651798275256364223,2312797952.0,69.9714202881,0.0,65.6048812866,66.5732650757,64.4980621338
1651798275256374840,2312797952.0,69.9714202881,0.0,65.6048812866,66.5732650757,64.4980621338
1651798275256387369,2312797952.0,69.9714202881,0.0,65.6048812866,66.5732650757,64.4980621338
1651798275258401268,2312800000.0,69.9714202881,0.0,65.6048812866,66.5732650757,64.4980621338
1651798275258425477,2312800000.0,69.9714202881,0.0,65.6048812866,66.5732650757,64.4980621338
1651798275258440525,2312800000.0,69.9714202881,0.0,65.6048812866,66.5732650757,64.4980621338
1651798275258454978,2312800000.0,69.9714202881,0.0,65.6048812866,66.5732650757,64.4980621338
1651798275258464009,2312800000.0,69.9714202881,0.0,65.6048812866,66.5732650757,64.4980621338
1651798275260413900,2312802048.0,69.9714202881,0.0,65.6048812866,66.5732650757,64.4980621338
1651798275260434681,2312802048.0,69.9714202881,0.0,65.6048812866,66.5732650757,64.4980621338
1651798275260448453,2312802048.0,69.9714202881,0.0,65.6048812866,66.5732650757,64.4980621338
1651798275260469244,2312802048.0,69.9714202881,0.0,65.6048812866,66.5732650757,64.4980621338
1651798275260495164,2312802048.0,69.9714202881,0.0,65.6048812866,66.5732650757,64.4980621338
1651798275262599514,2312804096.0,69.9714202881,0.0,65.6048812866,66.5732650757,64.4980621338
1651798275262615538,2312804096.0,69.9714202881,0.0,65.6048812866,66.5732650757,64.4980621338
1651798275262633138,2312804096.0,69.9714202881,0.0,65.6048812866,66.5732650757,64.4980621338
1651798275262642458,2312804096.0,69.9714202881,0.0,65.6048812866,66.5732650757,64.4980621338
1651798275262649319,2312804096.0,69.9714202881,0.0,65.6048812866,66.5732650757,64.4980621338
